,score,n_frames,min_coef
14,0.906391253406855,2,0.30000000000000004
12,0.9023918280047802,2,0.1
16,0.8984895880086399,2,0.5
6,0.8946361651930413,1,1.0
1,0.8940803014092908,1,1.0
13,0.8907411417839599,2,0.2
4,0.8892854508222332,1,1.0
8,0.8888076377359274,1,1.0
5,0.8875584389006341,1,1.0
17,0.8865892047617535,2,0.6000000000000001
15,0.8863381090388339,2,0.4
11,0.8831123501280571,2,0.0
0,0.8830488394610029,1,1.0
10,0.8823691386060443,1,1.0
3,0.8810992991737268,1,1.0
23,0.880309837962398,3,0.1
22,0.8802335428167837,3,0.0
7,0.8797943611071266,1,1.0
9,0.8789272955797566,1,1.0
2,0.8768512854793105,1,1.0
24,0.8615248168001047,3,0.2
20,0.8517793359649541,2,0.9
33,0.8461070557226801,4,0.0
18,0.8438505747682157,2,0.7000000000000001
36,0.839310002619305,4,0.30000000000000004
21,0.8382950807389932,2,1.0
29,0.8363545257607171,3,0.7000000000000001
32,0.8341214671194924,3,1.0
25,0.8333735317755817,3,0.30000000000000004
26,0.8320063338463433,3,0.4
30,0.8313628623810108,3,0.8
19,0.8311582700561276,2,0.8
34,0.8304328770901878,4,0.1
28,0.827852810494986,3,0.6000000000000001
45,0.8272012249469188,5,0.1
35,0.824825669700831,4,0.2
44,0.8237862104955493,5,0.0
27,0.8233502952468672,3,0.5
55,0.822667210164358,6,0.0
31,0.8213494291943982,3,0.9
38,0.8209944567869838,4,0.5
46,0.815104013853832,5,0.2
37,0.8150161739021504,4,0.4
48,0.8118324573371808,5,0.4
40,0.8105080233238542,4,0.7000000000000001
47,0.8041281594121976,5,0.30000000000000004
66,0.8037115891883779,7,0.0
56,0.8022096870581719,6,0.1
57,0.7947285430606572,6,0.2
39,0.7929012938274898,4,0.6000000000000001
67,0.7913003973302126,7,0.1
58,0.7869859243084395,6,0.30000000000000004
52,0.7846166825249569,5,0.8
49,0.7834078023324751,5,0.5
42,0.7833259736029206,4,0.9
43,0.7793569702995147,4,1.0
77,0.7743243758367846,8,0.0
51,0.7734289708107912,5,0.7000000000000001
68,0.7721824943831793,7,0.2
60,0.772133147547742,6,0.5
59,0.7702342015541032,6,0.4
41,0.7676141470368808,4,0.8
50,0.7669550773413856,5,0.6000000000000001
78,0.7545294045186259,8,0.1
69,0.749454993158093,7,0.30000000000000004
88,0.7468114471060964,9,0.0
61,0.746335031981883,6,0.6000000000000001
79,0.7460782425789929,8,0.2
53,0.7454996179419948,5,0.9
54,0.737466655736872,5,1.0
80,0.7374664429567701,8,0.30000000000000004
64,0.7362049928160269,6,0.9
62,0.7354037405555311,6,0.7000000000000001
89,0.7304208985009609,9,0.1
63,0.7272781606216009,6,0.8
71,0.7187119537576345,7,0.5
90,0.7156822482350025,9,0.2
70,0.7136459262058813,7,0.4
72,0.7132070891034262,7,0.6000000000000001
100,0.7128308461571414,10,0.1
99,0.7108704694641074,10,0.0
91,0.7086332176292949,9,0.30000000000000004
81,0.6982445045640373,8,0.4
65,0.6976547373661575,6,1.0
82,0.6890820639663939,8,0.5
75,0.6863220083305775,7,0.9
73,0.6839878566611611,7,0.7000000000000001
76,0.6732544245737394,7,1.0
74,0.6730937680095962,7,0.8
101,0.6710023016804934,10,0.2
102,0.6691649707180778,10,0.30000000000000004
85,0.6689515687494494,8,0.8
92,0.6686042286832059,9,0.4
83,0.6655852524308102,8,0.6000000000000001
93,0.6624650980525074,9,0.5
84,0.6543897070100954,8,0.7000000000000001
86,0.6445019082314165,8,0.9
94,0.642627267671822,9,0.6000000000000001
103,0.639384857691742,10,0.4
87,0.6388443220360696,8,1.0
95,0.6342186379123398,9,0.7000000000000001
104,0.6199796894788466,10,0.5
96,0.6127146504151306,9,0.8
97,0.6084851038584475,9,0.9
105,0.6042749853104754,10,0.6000000000000001
98,0.6001458425575666,9,1.0
106,0.591734443246803,10,0.7000000000000001
108,0.5895379927701345,10,0.9
107,0.5706472181663929,10,0.8
109,0.5302359075825647,10,1.0
